locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Poznań Wilda,ul. Mieczysława Niedziałkowskiego,5,121,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-poznan-wilda-ul-mieczyslawa-niedzialkowskiego-5-pokojowe-h0w8e3,https://s2.adresowa.pl/development/671892/nowe-mieszkania-vilda-arte-3045_cover.jpg
Poznań,park gen. Henryka Dąbrowskiego,1,35,399000,11377,Oferta biura nieruchomości,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-poznan-park-gen-henryka-dabrowskiego-1-pokoj-o0b6a1,https://s2.adresowa.pl/oi/55/1f/3a2b7c_5b56_cover-1-pokojowe-mieszkanie-poznan-park-gen-henryka-dabrowskiego.jpg
Poznań Wilda,ul. Józefa Wybickiego,3,57,649000,11487,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-poznan-wilda-ul-jozefa-wybickiego-3-pokojowe-b5i4s4,https://s2.adresowa.pl/oi/11/40/3a235e_38d0_cover-3-pokojowe-mieszkanie-poznan-wilda-ul-jozefa-wybickiego.jpg
Poznań Grunwald,ul. Jugosłowiańska,3,63,627899,9967,Bez pośredników,ponad miesiąc temu,22,https://adresowo.pl/o/mieszkanie-poznan-grunwald-ul-jugoslowianska-3-pokojowe-r1x1w4,https://s2.adresowa.pl/oi/16/5c/394ace_564c_cover-3-pokojowe-mieszkanie-poznan-grunwald-ul-jugoslowianska.jpg
Poznań Dolna Wilda,ul. Bielniki,2,50,1025000,20500,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-poznan-dolna-wilda-ul-bielniki-2-pokojowe-b0k2e5,https://s2.adresowa.pl/oi/6c/6c/394556_607a_cover-2-pokojowe-mieszkanie-poznan-dolna-wilda-ul-bielniki.jpg
Poznań Grunwald,ul. Bukowska,3,50,550000,11000,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-poznan-grunwald-ul-bukowska-3-pokojowe-k3d9l5,https://s2.adresowa.pl/oi/67/35/393e20_6597_cover-3-pokojowe-mieszkanie-poznan-grunwald-ul-bukowska.jpg
Poznań,ul. Jasielska,2,50,639000,12780,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-poznan-ul-jasielska-2-pokojowe-r0i1b9,https://s2.adresowa.pl/oi/5d/48/3a21e2_bc9a_cover-2-pokojowe-mieszkanie-poznan-ul-jasielska.jpg
Poznań Rataje,os. Orła Białego,2,51,600000,11742,Oferta biura nieruchomości,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-poznan-rataje-os-orla-bialego-2-pokojowe-h1q0j6,https://s2.adresowa.pl/oi/78/44/3a1bc0_6cc9_cover-2-pokojowe-mieszkanie-poznan-rataje-os-orla-bialego.jpg
Poznań Dębiec,ul. Orzechowa,1,37,385000,10405,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-poznan-debiec-ul-orzechowa-1-pokoj-b5n1w9,https://s2.adresowa.pl/oi/2d/4e/3917d4_cb50_cover-1-pokojowe-mieszkanie-poznan-debiec-ul-orzechowa.jpg
Poznań Nowe Miasto,,1,41,510000,12562,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-poznan-nowe-miasto-1-pokoj-40-m2-b8u0w9,https://s2.adresowa.pl/oi/49/6f/390ad2_bd38_cover-1-pokojowe-mieszkanie-poznan-nowe-miasto.jpg
Poznań Rataje,os. Bohaterów II Wojny Światowej,3,47,479000,10148,Bez pośredników,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-poznan-rataje-os-bohaterow-ii-wojny-swiatowej-3-pokojowe-o7h9s2,https://s2.adresowa.pl/oi/73/57/38eb50_c481_cover-3-pokojowe-mieszkanie-poznan-rataje-os-bohaterow-ii-wojny-swiatowej.jpg
Poznań Winogrady,ul. Ziarnista,2,38,485140,12700,Oferta biura nieruchomości,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-poznan-winogrady-ul-ziarnista-2-pokojowe-c3p8i9,https://s2.adresowa.pl/oi/26/2a/3a07f4_ac7f_cover-2-pokojowe-mieszkanie-poznan-winogrady-ul-ziarnista.jpg
Poznań Winogrady,ul. Ziarnista,2,39,503207,12775,Oferta biura nieruchomości,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-poznan-winogrady-ul-ziarnista-2-pokojowe-s1t5u8,https://s2.adresowa.pl/oi/74/56/3a07e4_9b5a_cover-2-pokojowe-mieszkanie-poznan-winogrady-ul-ziarnista.jpg
Poznań Centrum,ul. Dolna Wilda,2,57,579000,10158,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-poznan-centrum-ul-dolna-wilda-2-pokojowe-a4d4y7,https://s2.adresowa.pl/oi/6a/44/38daa6_eb9b_cover-2-pokojowe-mieszkanie-poznan-centrum-ul-dolna-wilda.jpg
Poznań Winogrady,ul. Hawelańska,3,64,749000,11678,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-poznan-winogrady-ul-hawelanska-3-pokojowe-g3k8j7,https://s2.adresowa.pl/oi/7c/66/38cfde_2ac4_cover-3-pokojowe-mieszkanie-poznan-winogrady-ul-hawelanska.jpg
Poznań Łazarz,ul. Antoniego Małeckiego,4,134,1335300,10000,Bez pośredników,ponad miesiąc temu,2,https://adresowo.pl/o/mieszkanie-poznan-lazarz-ul-antoniego-maleckiego-4-pokojowe-t3b7b3,https://s2.adresowa.pl/oi/59/5e/38ceaa_6793_cover-4-pokojowe-mieszkanie-poznan-lazarz-ul-antoniego-maleckiego.jpg
Poznań Jeżyce,ul. Kościelna,3,59,947000,15997,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-poznan-jezyce-ul-koscielna-3-pokojowe-a2u6u6,https://s2.adresowa.pl/oi/69/70/3a07e2_f398_cover-3-pokojowe-mieszkanie-poznan-jezyce-ul-koscielna.jpg
Poznań Centrum,ul. Strzałowa,2,50,449000,8944,Oferta biura nieruchomości,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-poznan-centrum-ul-strzalowa-2-pokojowe-r5b4f3,https://s2.adresowa.pl/oi/1e/20/39f92e_e424_cover-2-pokojowe-mieszkanie-poznan-centrum-ul-strzalowa.jpg
Poznań Winogrady,ul. Hawelańska,3,54,749000,13855,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-poznan-winogrady-ul-hawelanska-3-pokojowe-g9v3v4,https://s2.adresowa.pl/oi/4a/73/38839c_6919_cover-3-pokojowe-mieszkanie-poznan-winogrady-ul-hawelanska.jpg
Poznań Winogrady,os. Na Murawie,6,147,1350000,9184,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-poznan-winogrady-os-na-murawie-6-pokojowe-n3n1k1,https://s2.adresowa.pl/oi/23/4b/386330_b3aa_cover-6-pokojowe-mieszkanie-poznan-winogrady-os-na-murawie.jpg
Poznań Piątkowo,os. Bolesława Chrobrego,3,63,630000,10000,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-poznan-piatkowo-os-boleslawa-chrobrego-3-pokojowe-v5c0c4,https://s2.adresowa.pl/oi/55/1b/384fa6_699e_cover-3-pokojowe-mieszkanie-poznan-piatkowo-os-boleslawa-chrobrego.jpg
Poznań Ogrody,ul. Jana Henryka Dąbrowskiego,2,68,829000,12173,Oferta biura nieruchomości,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-poznan-ogrody-ul-jana-henryka-dabrowskiego-2-pokojowe-x6k0t3,https://s2.adresowa.pl/oi/3f/37/39f056_e696_cover-2-pokojowe-mieszkanie-poznan-ogrody-ul-jana-henryka-dabrowskiego.jpg
Poznań Wilda,ul. Wierzbięcice,3,98,1149000,11691,Oferta biura nieruchomości,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-poznan-wilda-ul-wierzbiecice-3-pokojowe-z3y0i9,https://s2.adresowa.pl/oi/28/62/39d8ae_90be_cover-3-pokojowe-mieszkanie-poznan-wilda-ul-wierzbiecice.jpg
Poznań,os. Przyjaźni,2,38,475000,12500,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-poznan-os-przyjazni-2-pokojowe-u9y7c7,https://s2.adresowa.pl/oi/73/12/383618_bd26_cover-2-pokojowe-mieszkanie-poznan-os-przyjazni.jpg
Poznań Nowe Miasto,ul. Głuszyna,4,64,677000,10578,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-poznan-nowe-miasto-ul-gluszyna-4-pokojowe-k8s9q3,https://s2.adresowa.pl/oi/36/75/38169e_283c_cover-4-pokojowe-mieszkanie-poznan-nowe-miasto-ul-gluszyna.jpg
Poznań Chartowo,ul. Inflancka,3,60,900000,15005,Bez pośredników,ponad miesiąc temu,25,https://adresowo.pl/o/mieszkanie-poznan-chartowo-ul-inflancka-3-pokojowe-t3f2n5,https://s2.adresowa.pl/oi/7a/2d/37aa0c_4745_cover-3-pokojowe-mieszkanie-poznan-chartowo-ul-inflancka.jpg
Poznań Dębiec,os. Dębina,2,49,439000,8981,Oferta biura nieruchomości,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-poznan-debiec-os-debina-2-pokojowe-k1t3t9,https://s2.adresowa.pl/oi/15/58/39c532_ebcd_cover-2-pokojowe-mieszkanie-poznan-debiec-os-debina.jpg
Poznań,ul. Marcelińska,2,40,590000,14750,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-poznan-ul-marcelinska-2-pokojowe-k1s9h7,https://s2.adresowa.pl/oi/68/25/39b9d2_baf9_cover-2-pokojowe-mieszkanie-poznan-ul-marcelinska.jpg
Poznań Winogrady,ul. Winogrady,2,53,615000,11538,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-poznan-winogrady-ul-winogrady-2-pokojowe-t6i6m4,https://s2.adresowa.pl/oi/24/2f/37c2b6_4dba_cover-2-pokojowe-mieszkanie-poznan-winogrady-ul-winogrady.jpg
Poznań Grunwald,ul. Grunwaldzka,3,73,749000,10260,Bez pośredników,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-poznan-grunwald-ul-grunwaldzka-3-pokojowe-w6b8f7,https://s2.adresowa.pl/oi/7d/6f/37be48_d40c_cover-3-pokojowe-mieszkanie-poznan-grunwald-ul-grunwaldzka.jpg
Poznań Rataje,os. Armii Krajowej,3,64,549000,8619,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-poznan-rataje-os-armii-krajowej-3-pokojowe-s7n5l6,https://s2.adresowa.pl/oi/52/23/377432_78ef_cover-3-pokojowe-mieszkanie-poznan-rataje-os-armii-krajowej.jpg
Poznań Jeżyce,ul. Żurawia,2,56,727000,12883,Oferta biura nieruchomości,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-poznan-jezyce-ul-zurawia-2-pokojowe-x2x2f0,https://s2.adresowa.pl/oi/37/42/39b86c_28dd_cover-2-pokojowe-mieszkanie-poznan-jezyce-ul-zurawia.jpg
Poznań Winiary,ul. Piątkowska,2,51,711680,13900,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-poznan-winiary-ul-piatkowska-2-pokojowe-h3y7t1,https://s2.adresowa.pl/oi/68/3c/3996da_5597_cover-2-pokojowe-mieszkanie-poznan-winiary-ul-piatkowska.jpg
Poznań Centrum,ul. Ułańska,3,85,1200000,14118,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-poznan-centrum-ul-ulanska-3-pokojowe-s7c9u3,https://s2.adresowa.pl/oi/51/39/376da4_467a_cover-3-pokojowe-mieszkanie-poznan-centrum-ul-ulanska.jpg
Poznań Centrum,ul. Głogowska,1,36,420000,11667,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-poznan-centrum-ul-glogowska-1-pokoj-i8l8h8,https://s2.adresowa.pl/oi/13/4a/375c1a_41b0_cover-1-pokojowe-mieszkanie-poznan-centrum-ul-glogowska.jpg
Poznań Centrum,ul. Łąkowa,5,137,1625000,11856,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-poznan-centrum-ul-lakowa-5-pokojowe-i4a2e7,https://s2.adresowa.pl/oi/2e/53/3755e4_49fe_cover-5-pokojowe-mieszkanie-poznan-centrum-ul-lakowa.jpg
Poznań Winiary,ul. Piątkowska,2,51,707940,13800,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-poznan-winiary-ul-piatkowska-2-pokojowe-d9n6z0,https://s2.adresowa.pl/oi/14/17/3996d8_346a_cover-2-pokojowe-mieszkanie-poznan-winiary-ul-piatkowska.jpg
Poznań Winiary,ul. Piątkowska,3,61,840125,13750,Oferta biura nieruchomości,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-poznan-winiary-ul-piatkowska-3-pokojowe-j1t7r9,https://s2.adresowa.pl/oi/7b/6b/39960c_da68_cover-3-pokojowe-mieszkanie-poznan-winiary-ul-piatkowska.jpg
Poznań Wilda,ul. Wierzbięcice,2,73,650000,8941,Bez pośredników,ponad miesiąc temu,2,https://adresowo.pl/o/mieszkanie-poznan-wilda-ul-wierzbiecice-2-pokojowe-x1o2p8,https://s2.adresowa.pl/oi/15/67/375010_6524_cover-2-pokojowe-mieszkanie-poznan-wilda-ul-wierzbiecice.jpg
Poznań Wilda,ul. Józefa Wybickiego,1,36,410500,11531,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-poznan-wilda-ul-jozefa-wybickiego-1-pokoj-d3r4z4,https://s2.adresowa.pl/oi/58/44/372a66_ffb4_cover-1-pokojowe-mieszkanie-poznan-wilda-ul-jozefa-wybickiego.jpg
Poznań Piątkowo,os. Jana III Sobieskiego,3,62,790000,12742,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-poznan-piatkowo-os-jana-iii-sobieskiego-3-pokojowe-b7a2c2,https://s2.adresowa.pl/oi/69/1b/3718b2_745b_cover-3-pokojowe-mieszkanie-poznan-piatkowo-os-jana-iii-sobieskiego.jpg
Poznań Winiary,ul. Piątkowska,4,113,1499000,13265,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-poznan-winiary-ul-piatkowska-4-pokojowe-a2c4j7,https://s2.adresowa.pl/oi/5d/25/3995fc_37c0_cover-4-pokojowe-mieszkanie-poznan-winiary-ul-piatkowska.jpg
Poznań Ławica,ul. Barwicka,3,54,679000,12633,Oferta biura nieruchomości,ponad miesiąc temu,21,https://adresowo.pl/o/mieszkanie-poznan-lawica-ul-barwicka-3-pokojowe-h5h9o8,https://s2.adresowa.pl/oi/5c/3e/39804c_3bfa_cover-3-pokojowe-mieszkanie-poznan-lawica-ul-barwicka.jpg
Poznań Chartowo,os. Czecha,3,53,489000,9174,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-poznan-chartowo-os-czecha-3-pokojowe-g9a9a6,https://s2.adresowa.pl/oi/4e/37/3714b8_2b1e_cover-3-pokojowe-mieszkanie-poznan-chartowo-os-czecha.jpg
Poznań Stare Miasto,ul. Bukowska,3,46,480000,10385,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-poznan-stare-miasto-ul-bukowska-3-pokojowe-u5k8r9,https://s2.adresowa.pl/oi/2f/56/371340_ddb5_cover-3-pokojowe-mieszkanie-poznan-stare-miasto-ul-bukowska.jpg
Poznań Grunwald,ul. Przepiórcza,3,72,750000,10417,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-poznan-grunwald-ul-przepiorcza-3-pokojowe-r3z7z5,https://s2.adresowa.pl/oi/2a/1e/36f894_5f99_cover-3-pokojowe-mieszkanie-poznan-grunwald-ul-przepiorcza.jpg
Poznań Piątkowo,ul. Teofila Mateckiego,3,53,669000,12623,Oferta biura nieruchomości,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-poznan-piatkowo-ul-teofila-mateckiego-3-pokojowe-f6r5u2,https://s2.adresowa.pl/oi/38/59/396348_5c0f_cover-3-pokojowe-mieszkanie-poznan-piatkowo-ul-teofila-mateckiego.jpg
Poznań Piątkowo,ul. Floriana Znanieckiego,4,84,999000,11879,Oferta biura nieruchomości,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-poznan-piatkowo-ul-floriana-znanieckiego-4-pokojowe-r4d1e2,https://s2.adresowa.pl/oi/74/2e/394d4c_35e1_cover-4-pokojowe-mieszkanie-poznan-piatkowo-ul-floriana-znanieckiego.jpg
Poznań Jeżyce,ul. Zwierzyniecka,3,81,1537000,18992,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-poznan-jezyce-ul-zwierzyniecka-3-pokojowe-d4u3a6,https://s2.adresowa.pl/oi/52/79/36f462_34e1_cover-3-pokojowe-mieszkanie-poznan-jezyce-ul-zwierzyniecka.jpg
Poznań Wilda,ul. Jana Umińskiego,3,80,840000,10500,Bez pośredników,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-poznan-wilda-ul-jana-uminskiego-3-pokojowe-l1d9o1,https://s2.adresowa.pl/oi/28/39/36ebc6_9e9d_cover-3-pokojowe-mieszkanie-poznan-wilda-ul-jana-uminskiego.jpg
Poznań Piątkowo,os. Bolesława Chrobrego,5,62,619000,9920,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-poznan-piatkowo-os-boleslawa-chrobrego-5-pokojowe-m5v2o4,https://s2.adresowa.pl/oi/51/62/36eaa6_6410_cover-5-pokojowe-mieszkanie-poznan-piatkowo-os-boleslawa-chrobrego.jpg
Poznań,ul. Marcelińska,3,69,1025000,14808,Oferta biura nieruchomości,ponad miesiąc temu,21,https://adresowo.pl/o/mieszkanie-poznan-ul-marcelinska-3-pokojowe-c6z1s5,https://s2.adresowa.pl/oi/45/12/3946f6_ed3b_cover-3-pokojowe-mieszkanie-poznan-ul-marcelinska.jpg
Poznań Piątkowo,os. Bolesława Chrobrego,3,63,580000,9177,Oferta biura nieruchomości,ponad miesiąc temu,22,https://adresowo.pl/o/mieszkanie-poznan-piatkowo-os-boleslawa-chrobrego-3-pokojowe-e2c6h2,https://s2.adresowa.pl/oi/6f/14/3936bc_864c_cover-3-pokojowe-mieszkanie-poznan-piatkowo-os-boleslawa-chrobrego.jpg
Poznań Stare Miasto,ul. Szyperska,2,56,820000,14588,Bez pośredników,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-poznan-stare-miasto-ul-szyperska-2-pokojowe-t0r1w6,https://s2.adresowa.pl/oi/57/39/36e758_94b7_cover-2-pokojowe-mieszkanie-poznan-stare-miasto-ul-szyperska.jpg
Poznań Stare Miasto,ul. Wilczak,2,49,590000,12041,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-poznan-stare-miasto-ul-wilczak-2-pokojowe-p3r0f0,https://s2.adresowa.pl/oi/1b/26/36e662_fbe0_cover-2-pokojowe-mieszkanie-poznan-stare-miasto-ul-wilczak.jpg
Poznań Piątkowo,os. Bolesława Śmiałego,3,59,610000,10392,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-poznan-piatkowo-os-boleslawa-smialego-3-pokojowe-e9j6u1,https://s2.adresowa.pl/oi/67/79/36df86_a079_cover-3-pokojowe-mieszkanie-poznan-piatkowo-os-boleslawa-smialego.jpg
Poznań Grunwald,ul. Ptasia,2,42,552790,13250,Oferta biura nieruchomości,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-poznan-grunwald-ul-ptasia-2-pokojowe-n6x8z1,https://s2.adresowa.pl/oi/78/69/3934e4_7363_cover-2-pokojowe-mieszkanie-poznan-grunwald-ul-ptasia.jpg
Poznań Dębiec,ul. Czeremchowa,2,40,499900,12557,Oferta biura nieruchomości,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-poznan-debiec-ul-czeremchowa-2-pokojowe-z4j4x3,https://s2.adresowa.pl/oi/2b/11/39227a_ec7a_cover-2-pokojowe-mieszkanie-poznan-debiec-ul-czeremchowa.jpg
Poznań Sołacz,ul. Michała Drzymały,2,47,990000,21064,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-poznan-solacz-ul-michala-drzymaly-2-pokojowe-u6v2e0,https://s2.adresowa.pl/oi/7e/69/36ca98_f120_cover-2-pokojowe-mieszkanie-poznan-solacz-ul-michala-drzymaly.jpg
Poznań Nowe Miasto,ul. Katowicka,2,47,623000,13171,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-poznan-nowe-miasto-ul-katowicka-2-pokojowe-h9o9b2,https://s2.adresowa.pl/oi/7f/7e/36b70e_86ef_cover-2-pokojowe-mieszkanie-poznan-nowe-miasto-ul-katowicka.jpg
Poznań Dębiec,ul. Łozowa,3,61,565000,9262,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-poznan-debiec-ul-lozowa-3-pokojowe-t2u8e3,https://s2.adresowa.pl/oi/7d/5d/36ae98_7fbb_cover-3-pokojowe-mieszkanie-poznan-debiec-ul-lozowa.jpg
Poznań Piątkowo,ul. Teofila Mateckiego,2,49,599000,12247,Oferta biura nieruchomości,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-poznan-piatkowo-ul-teofila-mateckiego-2-pokojowe-a8b2x8,https://s2.adresowa.pl/oi/58/71/392276_4bd9_cover-2-pokojowe-mieszkanie-poznan-piatkowo-ul-teofila-mateckiego.jpg
Poznań Zawady,ul. Stanisława Małachowskiego,2,36,418000,11709,Oferta biura nieruchomości,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-poznan-zawady-ul-stanislawa-malachowskiego-2-pokojowe-h5a4l9,https://s2.adresowa.pl/oi/54/78/391f5a_e813_cover-2-pokojowe-mieszkanie-poznan-zawady-ul-stanislawa-malachowskiego.jpg
Poznań Jeżyce,ul. św. Wawrzyńca,2,40,490000,12374,Bez pośredników,ponad miesiąc temu,3,https://adresowo.pl/o/mieszkanie-poznan-jezyce-ul-sw-wawrzynca-2-pokojowe-o0x9t8,https://s2.adresowa.pl/oi/2c/5d/36a73c_95a9_cover-2-pokojowe-mieszkanie-poznan-jezyce-ul-sw-wawrzynca.jpg
Poznań Grunwald,ul. Wojskowa,3,54,799000,14688,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-poznan-grunwald-ul-wojskowa-3-pokojowe-z0m9k4,https://s2.adresowa.pl/oi/1a/73/36a3d4_5706_cover-3-pokojowe-mieszkanie-poznan-grunwald-ul-wojskowa.jpg
Poznań Rataje,os. Stare Żegrze,3,64,575000,8984,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-poznan-rataje-os-stare-zegrze-3-pokojowe-z5f1y7,https://s2.adresowa.pl/oi/38/79/36a126_71f4_cover-3-pokojowe-mieszkanie-poznan-rataje-os-stare-zegrze.jpg
Poznań Rataje,ul. Katowicka,4,86,998500,11651,Oferta biura nieruchomości,ponad miesiąc temu,21,https://adresowo.pl/o/mieszkanie-poznan-rataje-ul-katowicka-4-pokojowe-a3a3b6,https://s2.adresowa.pl/oi/29/7c/390e60_36ab_cover-4-pokojowe-mieszkanie-poznan-rataje-ul-katowicka.jpg
Poznań Grunwald,ul. Ptasia,2,48,675000,13923,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-poznan-grunwald-ul-ptasia-2-pokojowe-s2d0m0,https://s2.adresowa.pl/oi/5e/3a/39080c_ef6f_cover-2-pokojowe-mieszkanie-poznan-grunwald-ul-ptasia.jpg
Poznań Rataje,,4,115,1390000,12087,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-poznan-rataje-4-pokojowe-115-m2-w9p3c9,https://s2.adresowa.pl/oi/7a/15/369e9a_7c26_cover-4-pokojowe-mieszkanie-poznan-rataje.jpg
Poznań Naramowice,os. Władysława Łokietka,4,60,670000,11167,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-poznan-naramowice-os-wladyslawa-lokietka-4-pokojowe-b2n8q9,https://s2.adresowa.pl/oi/76/6a/3696e0_4e9b_cover-4-pokojowe-mieszkanie-poznan-naramowice-os-wladyslawa-lokietka.jpg
Poznań Malta,ul. Milczańska,3,55,799000,14501,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-poznan-malta-ul-milczanska-3-pokojowe-m4o1d5,https://s2.adresowa.pl/oi/78/6a/368470_af51_cover-3-pokojowe-mieszkanie-poznan-malta-ul-milczanska.jpg
Poznań Naramowickie Osiedle,ul. Karpia,3,70,919000,13129,Oferta biura nieruchomości,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-poznan-naramowickie-osiedle-ul-karpia-3-pokojowe-s7f4i1,https://s2.adresowa.pl/oi/34/7d/390326_3e94_cover-3-pokojowe-mieszkanie-poznan-naramowickie-osiedle-ul-karpia.jpg
Poznań Dębiec,ul. Czechosłowacka,2,46,535000,11593,Oferta biura nieruchomości,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-poznan-debiec-ul-czechoslowacka-2-pokojowe-g9l0w7,https://s2.adresowa.pl/oi/7e/27/38e592_6245_cover-2-pokojowe-mieszkanie-poznan-debiec-ul-czechoslowacka.jpg
Poznań Wilda,ul. Robocza,2,46,479000,10413,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-poznan-wilda-ul-robocza-2-pokojowe-a1p4f8,https://s2.adresowa.pl/oi/65/6d/3680d2_edef_cover-2-pokojowe-mieszkanie-poznan-wilda-ul-robocza.jpg
Poznań Piątkowo,os. Bolesława Chrobrego,3,62,590000,9455,Bez pośredników,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-poznan-piatkowo-os-boleslawa-chrobrego-3-pokojowe-k9z1u9,https://s2.adresowa.pl/oi/3a/31/366da8_e489_cover-3-pokojowe-mieszkanie-poznan-piatkowo-os-boleslawa-chrobrego.jpg
Poznań Nowe Miasto,ul. Lwa,2,50,629000,12631,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-poznan-nowe-miasto-ul-lwa-2-pokojowe-g0y9i7,https://s2.adresowa.pl/oi/31/7c/366a5e_b1a8_cover-2-pokojowe-mieszkanie-poznan-nowe-miasto-ul-lwa.jpg
Poznań Piątkowo,ul. Teofila Mateckiego,2,42,484725,11500,Oferta biura nieruchomości,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-poznan-piatkowo-ul-teofila-mateckiego-2-pokojowe-c5y1y2,https://s2.adresowa.pl/oi/1a/4e/38e192_630b_cover-2-pokojowe-mieszkanie-poznan-piatkowo-ul-teofila-mateckiego.jpg
Poznań Nowe Miasto,ul. Kórnicka,3,65,995000,15230,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-poznan-nowe-miasto-ul-kornicka-3-pokojowe-b8a8d9,https://s2.adresowa.pl/oi/19/3f/38e126_4cff_cover-3-pokojowe-mieszkanie-poznan-nowe-miasto-ul-kornicka.jpg
